Month,Phase,NetPnL,Payoff,HedgingPnL,TxCosts
2022-08,Post-COVID,2.83735917566407,1.5813307932681084,1.2906587812038595,0.03463039880789785
2022-09,Post-COVID,7.14221828423434,0.0,7.175672169551262,0.03345388531692256
2022-10,Post-COVID,-4.21757086996716,1.0962441450100044,-5.277870759842202,0.035944255134962855
2022-11,Post-COVID,-0.9514282913875137,1.3811213538614027,-2.2972013394699644,0.035348305778952004
2022-12,Post-COVID,4.829053953135732,0.0,4.86297043336009,0.03391648022435756
2023-01,Post-COVID,-2.223871733280064,3.569865172781576,-5.757696941061354,0.03603996500028567
2023-03,Post-COVID,-0.3962940067438634,0.07733013743126094,-0.43864778635931145,0.03497635781581286
2023-05,Post-COVID,-0.8216962480327552,0.0,-0.7866502030701241,0.03504604496263114
2023-06,Post-COVID,-0.8383210182638501,2.821651289716897,-3.624359197114998,0.035613110865748726
2023-07,Post-COVID,-1.4682014422534038,1.1779729816215792,-2.610763695177752,0.035410728697230616
2023-08,Post-COVID,2.698572983257948,0.0,2.7329150404449507,0.03434205718700285
2023-09,Post-COVID,4.364149589560682,0.0,4.398158568468531,0.03400897890784912
2023-10,Post-COVID,3.4435428769522916,0.0,3.4777358402547236,0.034192963302432225
2023-11,Post-COVID,-1.3555303495583957,5.116182058193118,-6.435537157405378,0.03617525034613605
2023-12,Post-COVID,-1.3934801664773797,1.9679845548291013,-3.325911033217551,0.03555368808892989
2024-01,Post-COVID,-2.128453686609568,1.2567078019494176,-3.349603061134843,0.03555842742414246
2024-02,Post-COVID,-1.2585111194961265,2.155878301456113,-3.378825399144233,0.03556402180800612
2024-03,Post-COVID,-1.3743481388188037,0.651973625429406,-1.9910350165254869,0.03528674772272286
2024-04,Post-COVID,2.357466154236089,0.0,2.3918764236336187,0.03441026939752985
2024-05,Post-COVID,-0.07710160154765536,4.278432266167897,-4.319781635373218,0.035752232342334524
2024-07,Post-COVID,1.4053384735279442,1.2562021848956562,0.1839879109406155,0.03485162230832759
2024-08,Post-COVID,-2.047458232605003,0.3183198875533435,-2.3304229600173585,0.03535516014098801
2024-09,Post-COVID,-2.049916720937552,1.6699482630824463,-3.6842394647727446,0.03562551924725367
2024-10,Post-COVID,-0.30303626513414644,1.4857101557367969,-1.7535072124240259,0.03523920844691747
2024-11,Post-COVID,-1.1471340261498728,3.510616418449075,-4.62193763757864,0.035812807020308424
2024-12,Post-COVID,1.9877159531025395,0.0,2.0222001081460377,0.034484155043498194
