payoff,pnl,hedging_error,final_price
9.127487842258034,5.880621769963152,-3.2468660722948828,124.5177478633612
0.0,-2.270720870225389,-2.270720870225389,90.9593140359063
1.7608135553385154,-1.4166010792630146,-3.17741463460153,95.84455611969743
7.622900292485198,-0.7759184698015329,-8.398818762286732,100.43815075047846
9.110404157533253,5.087512954896981,-4.022891202636272,122.32035383316006
0.0,-1.022625652099459,-1.022625652099459,94.16474117115027
0.0,-0.8807951820896709,-0.8807951820896709,94.52548400040641
0.0,-1.3315321713724508,-1.3315321713724508,92.61050843928446
4.500478139787646,-0.4620457887165278,-4.962523928504173,100.2471933592958
0.029676723905794233,-0.38614624130848335,-0.4158229652142776,98.71285746189253
0.0,-0.10231551646781838,-0.10231551646781838,99.19057192780714
4.006222667554937,3.767081340939537,-0.23914132661539966,115.6655180967953
0.0,-2.5611161042534585,-2.5611161042534585,88.18921808113495
2.7185724241827103,3.5398060236343176,0.8212335994516073,114.54173453053225
0.0,0.5379313443044256,0.5379313443044256,102.08154554716057
9.547897508684969,2.5729472650207654,-6.974950243664203,113.20122556888366
6.1546333054111955,4.45150815802824,-1.7031251473829556,118.65753279805668
2.7706433244520525,1.1542352682260133,-1.6164080562260392,105.74642652131455
0.0,-1.9451725447720756,-1.9451725447720756,92.18811145707298
0.0,-0.8935571018866337,-0.8935571018866337,95.55662008880303
6.633251414086047,0.6650402261596239,-5.968211187926423,105.21004467110939
0.0,-1.7417194290135858,-1.7417194290135858,92.16637947143927
5.2740169156232355,-0.43837555157184827,-5.712392467195084,100.91092265698684
0.0,-1.1859411695272715,-1.1859411695272715,93.26621151549662
0.0,-2.052089578804118,-2.052089578804118,89.9118421642472
0.0,-4.718365535392478,-4.718365535392478,81.64207961743826
0.85862199603352,1.5463392297044243,0.6877172336709043,106.64806829246642
0.0,-2.3193140292845746,-2.3193140292845746,89.33827931830868
0.0,-0.835708657633195,-0.835708657633195,95.99309619120939
0.0,-1.3201789966662356,-1.3201789966662356,94.45181460550563
2.9883907435711166,-1.0600106984502526,-4.048401442021369,97.53903690706903
0.0,-2.417735041245009,-2.417735041245009,89.88464127660554
0.0,-1.2034560697720735,-1.2034560697720735,94.17536442351644
4.70154392653717,0.8421339314185035,-3.859409995118666,105.239125041118
0.3744826065715614,-0.38859690683628517,-0.7630795134078465,99.2969702275271
6.034466661104048,1.6338848124496577,-4.40058184865439,108.59559941531097
0.0,-2.5410979204751434,-2.5410979204751434,88.63992169644196
6.384355010160959,-0.6472228079536024,-7.031577818114561,100.07391979178169
4.028039556596809,0.10394514294898952,-3.9240944136478197,102.12644546262776
0.0,-4.410213756175315,-4.410213756175315,80.93553206349843
0.0,-2.202016578022026,-2.202016578022026,90.01624305467875
3.347804644029509,-0.6801262895348948,-4.027930933564404,99.03850600042819
3.920015443696741,0.8486989119493956,-3.071316531747345,104.89920752724723
2.418745749547014,0.1865317893666728,-2.2322139601803412,101.80319398178973
0.0,-2.033961907016629,-2.033961907016629,91.4794724603895
0.0,-2.065698644612329,-2.065698644612329,90.94287651320681
0.7761851670365445,2.2643681125013186,1.4881829454647741,108.93870517338672
0.0,-0.7156389315149901,-0.7156389315149901,96.99174163969563
1.9728590466191918,3.742997233900289,1.770138187281097,114.6708408218212
0.7124016708107632,-0.3588494835775069,-1.0712511543882701,99.23630497952314
0.3802394797287292,0.5503635459720319,0.17012406624330267,102.51893688926013
0.0,-1.0629795228789116,-1.0629795228789116,94.43786904058571
12.531256259541294,4.464088700775218,-8.067167558766076,120.94428352807968
1.8462530519798719,2.7327632322907887,0.8865101803109168,111.30869057349072
2.175711849684447,1.1139614560770172,-1.0617503936074297,105.35418510317496
5.926078247137454,-0.5576102617014752,-6.483688508838929,100.94196106870669
7.165356898446532,4.212737100665665,-2.9526197977808675,118.22118874139379
0.5888847332757052,0.5613342312083789,-0.027550502067326343,102.65684731836406
0.0,-0.8786960808695309,-0.8786960808695309,94.89136056600921
3.656635214403792,0.38821509910351465,-3.2684201153002777,103.04814865914275
15.046089709384361,4.141983581784586,-10.904106127599775,120.56394847761008
0.0,-2.3806862195441503,-2.3806862195441503,89.90683733562425
9.601163684427277,3.8027176649762318,-5.798446019451045,117.72220675216255
14.181073098946896,9.186054545329299,-4.995018553617598,137.4602128908998
4.16574554142538,1.8317667915495075,-2.3339787498758726,108.43004645619203
0.0,-0.5173100036374897,-0.5173100036374897,97.48107454830497
0.366484407901595,0.9698774714676157,0.6033930635660207,104.1000440011079
0.0,-1.0075619228172574,-1.0075619228172574,94.86230567048743
0.0,-3.7820902740289775,-3.7820902740289775,82.97351175870917
9.439035727527184,2.505965515298903,-6.933070212228281,113.11359636312143
8.770501903718838,5.63123104472242,-3.139270858996418,123.80312620883404
0.0,-1.1297208576530784,-1.1297208576530784,95.10343667145744
1.3485127743011986,-0.7366708266205971,-2.0851836009217957,98.00003776292766
0.0,1.5615452318507552,1.5615452318507552,105.39883243601719
4.8422398203661885,3.361354364162914,-1.4808854562032745,114.28968481253247
0.0,0.24731799881893374,0.24731799881893374,101.20874406785758
4.905885630274213,1.2500288860174538,-3.6558567442567593,106.52816100502352
0.0,-3.2524335866189,-3.2524335866189,84.9922287217137
7.371509954881802,3.4242148170986515,-3.94729513778315,114.87675339797842
5.956416205729624,4.8777589864496935,-1.0786572192799309,120.00034732043068
0.0,0.45023491213519423,0.45023491213519423,101.11921079451284
0.0,-0.6601017279590061,-0.6601017279590061,96.47594410269596
8.290618547306906,5.3469456740053145,-2.9436728733015913,122.26888988281485
