Episode,Phase,EpisodeTotalPnl,EpisodeAvgPnlPerStep,EpisodeLen
51,FORCED_ENTRY,-1.1371738154905353,-0.1811742591013206,30
52,FORCED_ENTRY,-6.23484960252604,-0.25364515569768303,30
53,FORCED_ENTRY,-1.3493064895183131,-0.06968475639789024,30
54,FORCED_ENTRY,1.43079744703275,0.07018961083282706,30
55,FORCED_ENTRY,-3.7259408047086873,0.09374671611792205,30
56,FORCED_ENTRY,-0.7886879421711084,0.08684440667217186,30
57,FORCED_ENTRY,-2.772514381543478,0.1589238635464816,30
58,FORCED_ENTRY,2.8189220138408304,0.20758746971766812,30
59,FORCED_ENTRY,-4.670217686107217,0.10470766584852816,30
60,FORCED_ENTRY,-5.545448707186382,-0.0006175950472514735,30
61,FORCED_ENTRY,-2.719970912447236,-0.20501688969783302,30
62,FORCED_ENTRY,2.6051026361883465,0.1950083927675545,30
63,FORCED_ENTRY,-11.31064384482839,-1.0086531056807404,30
64,FORCED_ENTRY,-6.640290793825212,0.07106282332649787,30
65,FORCED_ENTRY,-1.4475475978347376,0.16333855262868063,30
66,FORCED_ENTRY,-2.9313610321657495,-0.7652027064572111,30
67,FORCED_ENTRY,3.187789601121339,0.2479686250632692,30
68,FORCED_ENTRY,-2.289353313910407,-0.14430473695348175,30
69,FORCED_ENTRY,1.5116206488706192,0.3903732632896078,30
70,FORCED_ENTRY,-2.8993915909118533,-0.09722342326354885,30
71,FORCED_ENTRY,5.740273807722368,-0.0737097093166264,30
72,FORCED_ENTRY,-2.8187877681126423,-0.6696395114584003,30
73,FORCED_ENTRY,-0.8043158996711156,0.21217119830247377,30
74,FORCED_ENTRY,3.0380977687876487,0.12670675917302046,30
75,FORCED_ENTRY,-2.6269225829870924,-0.4755450706008458,30
76,FORCED_ENTRY,0.2871416492878967,-0.037702374789049566,30
77,FORCED_ENTRY,5.066667944725475,0.11052877573529987,30
78,FORCED_ENTRY,0.5954086638034334,0.046842478723888595,30
79,FORCED_ENTRY,-2.5510790305040647,-0.23629462168437695,30
80,FORCED_ENTRY,2.970347771909518,0.06308409835807618,30
81,FORCED_ENTRY,0.32234883618072946,0.2222403774532996,30
82,FORCED_ENTRY,-3.270090638200011,0.04266302335819585,30
83,FORCED_ENTRY,10.648725083645974,0.47815365331992565,30
84,FORCED_ENTRY,2.5919230090428864,-0.2976760066658583,30
85,FORCED_ENTRY,-0.7529048377757286,-0.42069707255939276,30
86,FORCED_ENTRY,-3.433131927039371,0.05398018877285977,30
87,FORCED_ENTRY,-4.075132478211008,-0.41960885250066,30
88,FORCED_ENTRY,4.629902767916604,0.2674532857783918,30
89,FORCED_ENTRY,-1.028823596809873,-0.3095633624142664,30
90,FORCED_ENTRY,-2.7887520184658654,-0.3682875862606796,30
91,FORCED_ENTRY,-3.9826974788690896,0.12383301719514893,30
92,FORCED_ENTRY,2.2238960707406834,0.09283103456171474,30
93,FORCED_ENTRY,0.9786873406801359,-0.08703377276516505,30
94,FORCED_ENTRY,0.11301822159630011,0.09327653585879121,30
95,FORCED_ENTRY,2.1431146306431597,0.19364788099672606,30
96,FORCED_ENTRY,-1.3616693158583948,0.17732117110453105,30
97,FORCED_ENTRY,-1.4314789752147887,-0.14615135682711475,30
98,FORCED_ENTRY,-1.9249409401550284,0.03117594831737366,30
99,FORCED_ENTRY,-3.122852193484541,-1.159933445020523,30
100,FORCED_ENTRY,-5.608831035091343,-0.16431662131441593,30
101,FORCED_ENTRY,-0.5588209406976546,0.2852198903092401,30
102,FORCED_ENTRY,-0.6040479975978392,0.034323902517067545,30
103,FORCED_ENTRY,-4.070994259837044,-0.008935084347309037,30
104,FORCED_ENTRY,2.1574381483467944,0.20194722167517346,30
105,FORCED_ENTRY,1.891489149833914,0.11941616976940676,30
106,FORCED_ENTRY,-13.023865861833599,-0.6659449751847747,30
107,FORCED_ENTRY,-2.6417316601622076,-0.09563796335035858,30
108,FORCED_ENTRY,-2.746096628154751,-0.08131172658595778,30
109,FORCED_ENTRY,0.06455852600029584,-0.08883825877999874,30
110,FORCED_ENTRY,0.30311508261797027,0.11714009576710321,30
111,FORCED_ENTRY,8.835580300245939,0.3802490717800351,30
112,FORCED_ENTRY,-2.1924650255957485,0.030254952693980184,30
113,FORCED_ENTRY,-2.4212646956805304,-0.12618137769365426,30
114,FORCED_ENTRY,0.45105906214673713,-0.3318078607971844,30
115,FORCED_ENTRY,-2.577559096145599,-0.26490858797258,30
116,FORCED_ENTRY,2.2322012435803975,-0.18559752250706224,30
117,FORCED_ENTRY,-3.050505623699715,-0.1100304899025244,30
118,FORCED_ENTRY,-3.2857796916047763,-0.06901543610592745,30
119,FORCED_ENTRY,-0.4914591864378944,-0.20180190874698634,30
120,FORCED_ENTRY,-6.111180585494864,-0.2001707630600552,30
121,FORCED_ENTRY,3.0977354765692513,-0.5086458869716453,30
122,FORCED_ENTRY,3.919186036779494,0.1401545876490293,30
123,FORCED_ENTRY,6.5226053783579525,-0.048146586179100836,30
124,FORCED_ENTRY,2.912766396966701,0.20368188119633293,30
125,FORCED_ENTRY,-5.392430201785547,-0.20584578576296828,30
126,FORCED_ENTRY,0.23994440858879493,-0.0964355961223053,30
127,FORCED_ENTRY,5.169182762012645,0.32187036847607786,30
128,FORCED_ENTRY,-4.173894088849002,-0.3994041707731152,30
129,FORCED_ENTRY,-0.1942948054638427,0.09247541624140045,30
130,FORCED_ENTRY,-0.5321011311790912,0.16682893991002007,30
131,FORCED_ENTRY,0.009061945922045922,0.07498926290555027,30
132,FORCED_ENTRY,-4.164661540043168,-0.15757789940085168,30
133,FORCED_ENTRY,7.661854225222216,0.23606123037214924,30
134,FORCED_ENTRY,-5.006820112463916,-0.4087027396949878,30
135,FORCED_ENTRY,-2.7711517307576035,0.049046024207671554,30
136,FORCED_ENTRY,4.050387731052971,0.07613618947765784,30
137,FORCED_ENTRY,-3.3593607369480742,-0.029299990815214772,30
138,FORCED_ENTRY,-1.896953936750161,-0.09626873322016462,30
139,FORCED_ENTRY,3.4870352744496076,-0.0012376314925027702,30
140,FORCED_ENTRY,-1.1562290603430294,-0.05806273112365579,30
141,FORCED_ENTRY,3.8626124763412375,-0.07534990323465693,30
142,FORCED_ENTRY,-7.463359375370851,-0.4005914274946567,30
143,FORCED_ENTRY,-0.7828872580498896,-0.30838957508814957,30
144,FORCED_ENTRY,-1.3980704228931564,0.2038075845723747,30
145,FORCED_ENTRY,0.701216744577062,-0.09071944638483458,30
146,FORCED_ENTRY,4.515295524117898,0.08860867733503414,30
147,FORCED_ENTRY,-2.8889346183856253,0.06709362975496905,30
148,FORCED_ENTRY,-0.9598596937512506,0.07740587235047239,30
149,FORCED_ENTRY,-6.033547483456682,0.08717998491184907,30
150,FORCED_ENTRY,-0.7855387916829439,-0.3749952476810475,30
151,FORCED_ENTRY,3.4377481145581346,-0.2002305614333654,30
152,FORCED_ENTRY,-0.021823397752447113,0.17649188183357128,30
153,FORCED_ENTRY,0.8518538606532294,0.15445779531485979,30
154,FORCED_ENTRY,-0.42556618302903276,-0.023280683924379954,30
155,FORCED_ENTRY,5.145647307070906,0.11475980242415726,30
156,FORCED_ENTRY,-0.32864002424522576,0.08591197777081046,30
157,FORCED_ENTRY,-4.883764739033634,-0.5985959904723486,30
158,FORCED_ENTRY,4.780201686031697,-0.35080725139811836,30
159,FORCED_ENTRY,0.26571000803293776,-0.008986155723742477,30
160,FORCED_ENTRY,-0.7780753435377676,0.12289906415850992,30
161,FORCED_ENTRY,-3.0541031807137826,-0.3091272859641422,30
162,FORCED_ENTRY,0.10666638567985615,-0.1739783788746891,30
163,FORCED_ENTRY,-2.53300358235891,-0.1580298442020345,30
164,FORCED_ENTRY,-1.6069938765955691,-0.24329033214136836,30
165,FORCED_ENTRY,-13.009024204406254,-0.36872771606553056,30
166,FORCED_ENTRY,-5.9145171736582505,0.04688766346907656,30
167,FORCED_ENTRY,-0.4273162529833226,-0.22748344887321545,30
168,FORCED_ENTRY,-9.530071833818775,-0.4491618581287965,30
169,FORCED_ENTRY,-3.778951869304256,-0.038005191768856715,30
170,FORCED_ENTRY,1.206295202348519,-0.08856384394035009,30
171,FORCED_ENTRY,6.79870985077543,0.15006919896561588,30
172,FORCED_ENTRY,1.3884117054921303,-0.10182637906973559,30
173,FORCED_ENTRY,2.4586085339382633,0.07013649957549205,30
174,FORCED_ENTRY,3.3066050449946203,-0.007850408181923061,30
175,FORCED_ENTRY,-0.9168667710618413,0.13540944172807165,30
176,FORCED_ENTRY,-1.126089563018341,-0.01517968013181658,30
177,FORCED_ENTRY,-1.3712121327372784,0.06438936350621853,30
178,FORCED_ENTRY,-5.703108814400775,-0.5323301156875068,30
179,FORCED_ENTRY,-4.812814149702271,-0.3610303113140263,30
180,FORCED_ENTRY,6.1002847542005165,-0.07917930041956307,30
181,FORCED_ENTRY,-0.19637991665593488,0.17477145648657205,30
182,FORCED_ENTRY,-3.4003133588474785,0.22858927387350259,30
183,FORCED_ENTRY,5.90467860526061,0.08132901997312804,30
184,FORCED_ENTRY,3.8118441557896388,-0.028958527081051243,30
185,FORCED_ENTRY,-7.5722473551393135,-0.09068731532803245,30
186,FORCED_ENTRY,4.410980784511469,0.27389135702903206,30
187,FORCED_ENTRY,-6.234139711269707,-0.243327204432617,30
188,FORCED_ENTRY,2.2555875898773565,-0.05385894805076742,30
189,FORCED_ENTRY,6.937763161754514,-0.3043024411602507,30
190,FORCED_ENTRY,4.510333434327518,0.1402981055338417,30
191,FORCED_ENTRY,0.2830566345818917,0.18539745236827293,30
192,FORCED_ENTRY,-1.1607667634629337,0.06950169319469429,30
193,FORCED_ENTRY,0.17317034921254335,0.07901772742216868,30
194,FORCED_ENTRY,8.008124239928584,0.292356726555166,30
195,FORCED_ENTRY,1.886463508873521,0.13673676967157658,30
196,FORCED_ENTRY,-3.9385207168311727,-0.13490019782677048,30
197,FORCED_ENTRY,-3.5345516807543924,0.013869223949519534,30
198,FORCED_ENTRY,-8.716943939381222,-0.9427373843348971,30
199,FORCED_ENTRY,-4.327250370209701,-0.3720142839452858,30
200,FORCED_ENTRY,3.251167794854544,0.18941356363163625,30
201,FORCED_ENTRY,-10.023353945664851,-0.15608313098081242,30
202,FORCED_ENTRY,-8.369065611676058,-0.6209845116205858,30
203,FORCED_ENTRY,0.5937711861994205,0.12172527404036568,30
204,FORCED_ENTRY,4.822301119248878,0.21951567434038138,30
205,FORCED_ENTRY,-3.664180878518111,-0.006340431213845991,30
206,FORCED_ENTRY,-6.91721914168966,-0.2108804089449839,30
207,FORCED_ENTRY,5.4441643390367265,0.17412751454840114,30
208,FORCED_ENTRY,-1.2755462725221312,-0.04238937462456254,30
209,FORCED_ENTRY,1.1246852708369541,0.06153338525338563,30
210,FORCED_ENTRY,-7.9827840925535964,0.0627885548605702,30
211,FORCED_ENTRY,2.406613030150228,0.07705865165912783,30
212,FORCED_ENTRY,-2.343607410895038,-0.019849082601248767,30
213,FORCED_ENTRY,-0.9524580909867378,0.20557370656410934,30
214,FORCED_ENTRY,5.857080401983763,0.22870672796003425,30
215,FORCED_ENTRY,-6.871806950232888,-0.3049616769974329,30
216,FORCED_ENTRY,-1.2050087511230587,0.049186884489011776,30
217,FORCED_ENTRY,2.714655577113627,-0.03040566206456742,30
218,FORCED_ENTRY,-1.2357615992482303,-0.18445920875324465,30
219,FORCED_ENTRY,-1.5349622264982827,0.020513104134377257,30
220,FORCED_ENTRY,-11.158103940866557,-0.5099889258796154,30
221,FORCED_ENTRY,1.5717158251747532,0.1441035430853986,30
222,FORCED_ENTRY,-4.228983806381605,-0.05921026728877855,30
223,FORCED_ENTRY,0.7474673172555965,-0.11549654594348803,30
224,FORCED_ENTRY,0.7256937931198977,-0.18011790027091437,30
225,FORCED_ENTRY,-10.860937753859952,-0.6643675664733545,30
226,FORCED_ENTRY,-3.798231012853899,-0.14382424459988327,30
227,FORCED_ENTRY,-3.620824983442794,-0.018432581131342014,30
228,FORCED_ENTRY,-2.557034856193737,-0.27592237795543767,30
229,FORCED_ENTRY,-5.2659293074798414,0.062374807860078395,30
230,FORCED_ENTRY,3.0144453729457217,0.11760870751865028,30
231,FORCED_ENTRY,-2.840594953684543,-0.06369563047431033,30
232,FORCED_ENTRY,-5.855865190388757,-0.20138310486047686,30
233,FORCED_ENTRY,-2.8887075397128275,0.05054367514138035,30
234,FORCED_ENTRY,3.1193022758723146,0.1259600410623152,30
235,FORCED_ENTRY,6.998324360750108,0.2833680737327511,30
236,FORCED_ENTRY,-4.525470781633858,-0.4240599153174244,30
237,FORCED_ENTRY,2.721700650922364,-0.3941420736650731,30
238,FORCED_ENTRY,-3.1643756757061245,0.0005200626748866899,30
239,FORCED_ENTRY,2.4801443631215463,-0.08112150368518198,30
240,FORCED_ENTRY,5.479155619718361,0.040356446210247414,30
241,FORCED_ENTRY,-0.6150519497711018,0.13652891640272619,30
242,FORCED_ENTRY,0.3843162237332695,0.07295477629430011,30
243,FORCED_ENTRY,-5.441808180982434,-0.09336977666386606,30
244,FORCED_ENTRY,-2.815678532349512,0.03850918840576922,30
245,FORCED_ENTRY,-4.363364877772562,0.07415417971525579,30
246,FORCED_ENTRY,-0.9312921158178603,-0.2981254245182027,30
247,FORCED_ENTRY,-6.6109018112198745,-0.5016999066308283,30
248,FORCED_ENTRY,3.0285294701739023,0.14825222741969105,30
249,FORCED_ENTRY,0.8584958049659558,-0.0585385411822178,30
250,FORCED_ENTRY,-4.7146404867843845,-0.24994210716364684,30
251,FORCED_ENTRY,-0.4948693342000907,-0.24040660195259933,30
252,FORCED_ENTRY,5.2325951011710465,0.3432464510037292,30
253,FORCED_ENTRY,-3.6802752121808378,-0.03629811636905445,30
254,FORCED_ENTRY,6.649256362041444,-0.2854690265668657,30
255,FORCED_ENTRY,2.28621827211165,0.0027047717192232312,30
256,FORCED_ENTRY,0.6940400425363739,-0.06376397041892266,30
257,FORCED_ENTRY,-2.80830055167161,0.007362573816092481,30
258,FORCED_ENTRY,-2.6150119455519483,-0.27595370794311463,30
259,FORCED_ENTRY,-1.8790745371435822,-0.23274150103821556,30
260,FORCED_ENTRY,3.8859002618493648,-0.08508445582525068,30
261,FORCED_ENTRY,-1.863554041432651,0.044842192382236606,30
262,FORCED_ENTRY,3.8755959595974154,0.34807450829135456,30
263,FORCED_ENTRY,0.3630347021281602,0.2937328595884597,30
264,FORCED_ENTRY,-9.81251294577833,-0.10436608019779677,30
265,FORCED_ENTRY,-2.239480314495731,-0.4899175085756998,30
266,FORCED_ENTRY,2.0105740169892914,0.034575058058081656,30
267,FORCED_ENTRY,2.7419257401319177,0.21486729372749835,30
268,FORCED_ENTRY,-7.86285779928071,-0.1497294506335142,30
269,FORCED_ENTRY,-4.263129213986468,-0.12304007888954012,30
270,FORCED_ENTRY,2.4303135167145173,0.28859401546732133,30
271,FORCED_ENTRY,1.1632560199090605,-0.05796204753639291,30
272,FORCED_ENTRY,0.16215900679896253,-0.10715923186615291,30
273,FORCED_ENTRY,0.1014764869398979,0.003688263430610909,30
274,FORCED_ENTRY,-4.440771987805727,-0.2106233723538579,30
275,FORCED_ENTRY,-4.059596026148219,-0.00786921354668563,30
276,FORCED_ENTRY,4.388061903295101,-0.0011867078612145903,30
277,FORCED_ENTRY,-6.359773008043639,-0.0795551145421198,30
278,FORCED_ENTRY,-6.413557078511168,0.0267990013686101,30
279,FORCED_ENTRY,8.049144742682966,-0.12875423939149605,30
280,FORCED_ENTRY,-2.086947098282467,0.19810802307279102,30
281,FORCED_ENTRY,1.7219431483719685,0.08459702041038698,30
282,FORCED_ENTRY,-3.9473148267239133,-0.11348688298094801,30
283,FORCED_ENTRY,-1.013808307411421,0.1891156594038426,30
284,FORCED_ENTRY,-2.745378372861135,-0.03135523562461955,30
285,FORCED_ENTRY,-0.9083630139404962,0.011511994522007244,30
286,FORCED_ENTRY,2.8968423152623255,0.18423242349199395,30
287,FORCED_ENTRY,-10.688465303122149,-0.4367051548737697,30
288,FORCED_ENTRY,5.118888209545403,0.05361519268122989,30
289,FORCED_ENTRY,5.6445761015216,-0.4875719349762065,30
290,FORCED_ENTRY,-2.30625200087296,-0.09571453793090019,30
291,FORCED_ENTRY,1.5111359206145145,0.08212022789072444,30
292,FORCED_ENTRY,-7.0527763452955305,-0.1328625573985116,30
293,FORCED_ENTRY,0.6306181955207106,0.21062171228905763,30
294,FORCED_ENTRY,-7.509427880054229,-0.3411075664218274,30
295,FORCED_ENTRY,-6.319317456139752,-0.024023242053754976,30
296,FORCED_ENTRY,2.413575499161171,0.23612626229976724,30
297,FORCED_ENTRY,-2.103059743999242,-0.09193270512244799,30
298,FORCED_ENTRY,-3.5393265306311528,-0.06039290385913259,30
299,FORCED_ENTRY,0.7899089634402833,0.036108973413927825,30
300,FORCED_ENTRY,-3.923534895557313,-0.09048919623491213,30
301,FORCED_ENTRY,-6.87665050642492,-0.4884975878023848,30
302,FORCED_ENTRY,-3.350374217163226,-0.09820141821378939,30
303,FORCED_ENTRY,-4.4544807688497485,0.042734188758463826,30
304,FORCED_ENTRY,3.551705482174072,-0.09838677239356976,30
305,FORCED_ENTRY,0.989654575197336,-0.03435329274390999,30
306,FORCED_ENTRY,-1.7838383363357095,-0.04364941174066693,30
307,FORCED_ENTRY,-1.4098629519317316,-0.3569490033419259,30
308,FORCED_ENTRY,2.737901360630017,0.16796602179127576,30
309,FORCED_ENTRY,-8.463588983690554,-0.38389981938638695,30
310,FORCED_ENTRY,1.793355704023058,0.07821912260515215,30
311,FORCED_ENTRY,-2.1228372896593264,-0.00706619603513244,30
312,FORCED_ENTRY,-1.516496951563394,-0.10383034632252115,30
313,FORCED_ENTRY,5.5579483367899,-1.6148695197029928,30
314,FORCED_ENTRY,-3.461128899245108,-0.30896152520441916,30
315,FORCED_ENTRY,-0.2848649472956946,-0.055226985326291375,30
316,FORCED_ENTRY,4.421752328543829,0.010716862853777827,30
317,FORCED_ENTRY,0.8792033883977942,-0.0028862341362611305,30
318,FORCED_ENTRY,-1.2495881213225142,0.16993047122150484,30
319,FORCED_ENTRY,1.2313854790336383,0.055593433785143,30
320,FORCED_ENTRY,0.8650195646785988,0.05956438152103026,30
321,FORCED_ENTRY,-2.400673225418831,-0.10605494642049512,30
322,FORCED_ENTRY,-4.074592704047715,-0.33734147829319705,30
323,FORCED_ENTRY,3.8593036326730092,0.18167171786009584,30
324,FORCED_ENTRY,-2.424881033140657,0.01827778416804245,30
325,FORCED_ENTRY,-5.368165540851311,-0.18523141205636887,30
326,FORCED_ENTRY,2.163815599220779,-0.02647480328101941,30
327,FORCED_ENTRY,1.5242291762645042,0.1363405163078988,30
328,FORCED_ENTRY,2.498254916958333,0.16559996746302327,30
329,FORCED_ENTRY,-2.8967502938846987,-0.08933133349936369,30
330,FORCED_ENTRY,-1.3325792981031428,-0.03806752387852667,30
331,FORCED_ENTRY,2.5992871591008746,-0.09175106886559835,30
332,FORCED_ENTRY,7.572615505202893,0.28882114695060623,30
333,FORCED_ENTRY,-1.989204340566932,0.038994661278644,30
334,FORCED_ENTRY,-3.3563946817027173,-0.27851294341040805,30
335,FORCED_ENTRY,8.318987937033048,-0.11325002602653243,30
336,FORCED_ENTRY,1.6208366360267918,-0.004707492363313322,30
337,FORCED_ENTRY,-5.805112714358686,-0.16826673094281577,30
338,FORCED_ENTRY,0.6961964092937983,-0.31612869211830663,30
339,FORCED_ENTRY,2.6054131550055284,0.06178351992583184,30
340,FORCED_ENTRY,-5.181509341927802,-1.0721876636313754,30
341,FORCED_ENTRY,-1.8494501386793403,-0.7148265804083326,30
342,FORCED_ENTRY,3.545888074942033,0.2820250086678238,30
343,FORCED_ENTRY,9.208305740259002,0.2463682661294801,30
344,FORCED_ENTRY,-7.064081022348913,-1.1224394234009953,30
345,FORCED_ENTRY,-1.3104411557078743,-0.33727794931689226,30
346,FORCED_ENTRY,0.7522462199826014,0.3244021779865829,30
347,FORCED_ENTRY,1.217186311164919,0.23578143013559355,30
348,FORCED_ENTRY,4.4181725400875145,0.18832852133471628,30
349,FORCED_ENTRY,-4.833292127466568,-0.07934532054029893,30
350,FORCED_ENTRY,-0.6837715550601693,0.04363497777126324,30
351,FORCED_ENTRY,-3.072068860800271,-0.13948243913332775,30
352,FORCED_ENTRY,0.13184003815178968,-0.045584889229060205,30
353,FORCED_ENTRY,7.304986559525997,0.08997185493537461,30
354,FORCED_ENTRY,-3.2154339259035267,0.020314402387784015,30
355,FORCED_ENTRY,-5.846613669399736,-0.018225003264862285,30
356,FORCED_ENTRY,-2.380629298500502,-0.09172514834088903,30
357,FORCED_ENTRY,-10.834869747089733,-0.11070074317917236,30
358,FORCED_ENTRY,0.3400474253610226,0.19759643716164751,30
359,FORCED_ENTRY,-0.5546428116039541,0.006888206851880041,30
360,FORCED_ENTRY,3.0975937162745733,0.2692245899459977,30
361,FORCED_ENTRY,-3.482902345997911,-0.005898531863325562,30
362,FORCED_ENTRY,0.2110132441377806,0.016724253483048564,30
363,FORCED_ENTRY,2.6691615516797853,0.05817601226565379,30
364,FORCED_ENTRY,-2.9879112880045575,0.0162617274084586,30
365,FORCED_ENTRY,3.795035163419209,-0.06419811668609388,30
366,FORCED_ENTRY,4.414698964930076,0.15373217165248834,30
367,FORCED_ENTRY,-5.292884016762675,-0.1327224327335429,30
368,FORCED_ENTRY,-2.514959771862157,0.09872770901141478,30
369,FORCED_ENTRY,-6.330853369909222,-1.0182359484371741,30
370,FORCED_ENTRY,2.7078681955558275,0.05169535583704855,30
371,FORCED_ENTRY,3.6306625649220305,-0.21001512586715218,30
372,FORCED_ENTRY,-1.6949907431792894,-0.7147369854876419,30
373,FORCED_ENTRY,-1.4281386408730194,0.005866157659973914,30
374,FORCED_ENTRY,1.6500724631289414,0.2780481579179852,30
375,FORCED_ENTRY,3.2725692971397935,0.37213161042159176,30
376,FORCED_ENTRY,-1.6161113909408464,-0.569067694396154,30
377,FORCED_ENTRY,-6.019798267374008,0.08488815172173077,30
378,FORCED_ENTRY,-1.2890803424486816,0.10925504399713114,30
379,FORCED_ENTRY,0.28823084514463815,-0.09483619806426528,30
380,FORCED_ENTRY,-0.6895189070995477,-0.0465072179027272,30
381,FORCED_ENTRY,-0.15567465051495138,-0.1456137361009201,30
382,FORCED_ENTRY,5.132380802271595,0.34982604952127827,30
383,FORCED_ENTRY,3.105459735350444,-0.25547996787031074,30
384,FORCED_ENTRY,1.1717982833813614,-0.07011248540175094,30
385,FORCED_ENTRY,7.250939303273053,-0.6200885186449485,30
386,FORCED_ENTRY,-0.4491132451537968,0.12319090288559582,30
387,FORCED_ENTRY,-6.877572940051595,-0.18119393284143234,30
388,FORCED_ENTRY,-11.502571052889317,-0.8955077688545863,30
389,FORCED_ENTRY,0.400445871178023,0.1995239405530211,30
390,FORCED_ENTRY,-15.689311911973862,-0.5184797212651312,30
391,FORCED_ENTRY,4.438014256386584,-0.225107261526647,30
392,FORCED_ENTRY,-0.6592639039613907,-0.26665668928800584,30
393,FORCED_ENTRY,-0.6024404006043388,-0.18569129101352733,30
394,FORCED_ENTRY,-5.045071206841514,0.01728560910086901,30
395,FORCED_ENTRY,0.8847141912172711,0.12867323076016363,30
396,FORCED_ENTRY,4.838780315577282,-0.329477261874964,30
397,FORCED_ENTRY,4.59324276349012,0.12068495843209424,30
398,FORCED_ENTRY,4.238625381210673,-0.038793770188854944,30
399,FORCED_ENTRY,0.07166775188348216,-0.03238483881863818,30
400,FORCED_ENTRY,0.9142414205290889,0.02245413608813122,30
401,FORCED_ENTRY,-7.93900366010983,0.052505324885609286,30
402,FORCED_ENTRY,-1.7567372280551596,0.24988648157744156,30
403,FORCED_ENTRY,6.400733799584821,0.05552489298079909,30
404,FORCED_ENTRY,-0.38758064974447787,-0.047414078523276906,30
405,FORCED_ENTRY,2.1071450552186883,0.005832760410257384,30
406,FORCED_ENTRY,-1.4241963137217453,-0.5246583117887631,30
407,FORCED_ENTRY,5.262718615367647,-0.28210173263541455,30
408,FORCED_ENTRY,-2.1163202728835326,-0.14142230996523383,30
409,FORCED_ENTRY,1.2440792674929018,0.33800087513050714,30
410,FORCED_ENTRY,-0.5184362056219213,-0.5998184415235042,30
411,FORCED_ENTRY,-11.444033664983998,-0.1842225628470598,30
412,FORCED_ENTRY,-2.80855855365182,-0.08797849237315121,30
