Episode,Phase,EpisodeTotalPnl,EpisodeAvgPnlPerStep,EpisodeLen,TerminalRepErr,Empirical_RL_CVaR,Empirical_BS_CVaR,Delta_CVaR_RL_minus_BS,Critic_CVaR_Estimate,Empirical_RL_Q5,Critic_u,MeanXi,MeanSigma,ActionStd,CorrActionRet,ModeEntropy
21,FORCED_ENTRY,1.3776193465245232,-0.002830823746038653,30,-1.3776193465245232,-1.155875250390387,-0.9708667061008356,-0.1850085442895515,9.217984167734782,-0.7504619926742235,8.668216784795126,-0.06873561789592107,0.5875560899575551,0.1698754832393402,0.18461775449131027,1.0952460765838623
22,FORCED_ENTRY,-1.0598135581503425,0.05748009382147671,30,1.0598135581503425,-0.5901795152061041,-0.4419762778529457,-0.14820323735315843,8.551253255208334,-0.4360825627795679,8.00179518063863,-0.06911300544937451,0.5874328394730886,0.15504888490500185,-0.35294574678240376,1.094988465309143
23,FORCED_ENTRY,4.327110556479733,-0.10727815798861491,30,-4.327110556479733,-1.571137431470445,-0.6159654340871596,-0.9551719973832853,7.865884176890055,-1.1971570397408624,7.316937335332235,-0.06907016386588415,0.5868628323078156,0.17963906380988862,0.15817316530098297,1.0947544574737549
24,FORCED_ENTRY,-3.7689446227321572,-0.03275671428000279,30,3.7689446227321572,-1.3156189998999999,-0.7940924286304675,-0.5215265712695324,7.305029773712159,-1.1512148724195552,6.75614824295044,-0.06894033228357634,0.5867216984430949,0.16367833059629397,-0.018977520775668957,1.0945661067962646
25,FORCED_ENTRY,0.4633027503842187,0.10064380186836658,30,-0.4633027503842187,-0.7145493173149736,-0.3788011133747702,-0.33574820394020344,6.665689118703207,-0.4919548070385782,6.117582511901856,-0.06857773438096046,0.5856946667035421,0.17283984232815267,0.03588247307454737,1.0943889617919922
26,FORCED_ENTRY,-4.233251650476614,-0.08603303352691564,30,4.233251650476614,-0.7275707662355564,-0.14434350512341404,-0.5832272611121423,6.000729688008627,-0.6822880963894205,5.453456592559815,-0.06832578256726266,0.5846661170323689,0.16479018088021136,0.22515012004505258,1.0942068099975586
27,FORCED_ENTRY,-2.329322766138025,0.017076037763660287,30,2.329322766138025,-0.9226791731207411,-0.24601745387324214,-0.676661719247499,5.32572455406189,-0.4273112413116929,4.779972839355469,-0.06816194554169973,0.5829513390858968,0.16304850162905504,-0.10885889415289124,1.0940194129943848
28,FORCED_ENTRY,-6.47256942681302,-0.05017441629416952,30,6.47256942681302,-1.113851106180372,-0.08903762999197584,-1.0248134761883962,4.642971086502075,-0.8737284589212458,4.098490532239278,-0.0682454377412796,0.581638922293981,0.16226090494495818,-0.2969449873999878,1.0937962532043457
29,FORCED_ENTRY,-0.32108758337919047,-0.03784913713808342,30,0.32108758337919047,-1.11406590641629,-0.8286513629031651,-0.285414543513125,4.201115075747172,-0.797383860017139,3.65871737798055,-0.06848332807421684,0.5795429309209188,0.1690248627639668,0.11531410566131246,1.0936013460159302
30,FORCED_ENTRY,-2.829550967857748,-0.017215431246803622,30,2.829550967857748,-0.9828737375625869,-0.11740193255615636,-0.8654718050064305,3.5080741167068483,-0.7217455216360992,2.9673749764760333,-0.06909666632612546,0.5780596911907196,0.14574601998314865,-0.05535230393132805,1.0933129787445068
31,FORCED_ENTRY,-3.1353419079280767,-0.036121980883834184,30,3.1353419079280767,-1.0308158664063805,-0.36726773006904534,-0.6635481363373351,2.901275404294332,-0.6625647692044501,2.362762494881948,-0.06988279893994331,0.576145734389623,0.15371930206448964,0.27761827781348775,1.093007206916809
32,FORCED_ENTRY,-0.3861434108609288,0.03139958620445073,30,0.3861434108609288,-0.6358767037391249,-0.6320259833741957,-0.003850720364929172,2.581990623474121,-0.5788786326387249,2.0458718220392864,-0.07066081861654917,0.5740014572938283,0.1418392572644002,0.04802082241777436,1.092834711074829
33,FORCED_ENTRY,-2.167114688769004,0.0633769467404663,30,2.167114688769004,-0.7637686377441288,-0.5601074522195862,-0.2036611855245426,1.9962088863054912,-0.5288720468674417,1.4620631059010825,-0.0718539406855901,0.5725262840588887,0.16081859794428963,-0.06411820129806259,1.0925122499465942
34,FORCED_ENTRY,1.7025774269027718,0.0033414146133043257,30,-1.7025774269027718,-0.5972522728359246,-0.3349797717390408,-0.2622725010968838,1.8710055987040202,-0.47720741731366434,1.3392203499873478,-0.07339022060235341,0.5708131273587544,0.15111752408155743,0.07840154356719352,1.092240333557129
35,FORCED_ENTRY,0.9697972112211012,0.024035238622287555,30,-0.9697972112211012,-1.008339798552311,-0.45359428107523864,-0.5547455174770723,1.2158577601114908,-0.9035216495385048,0.6863094713538885,-0.07450137262543043,0.5690004030863444,0.1479674173430909,-0.023827817523270883,1.0919334888458252
36,FORCED_ENTRY,-0.2047788672149355,0.15346683236997152,30,0.2047788672149355,-0.523681102482972,-0.6206731849417512,0.09699208245877922,1.1043214321136474,-0.35766726486678047,0.577044460301598,-0.07605563749869665,0.5673793832461039,0.15092986513639012,0.014942748332632459,1.0917067527770996
37,FORCED_ENTRY,-4.795902999374596,-0.029106421477738963,30,4.795902999374596,-1.1174334075625474,-0.18559841881629754,-0.9318349887462498,0.561212557554245,-0.8690956651843118,0.03527907480796178,-0.07801441103219986,0.5669638971487682,0.18764537350627158,-0.13763016548143678,1.091252088546753
38,FORCED_ENTRY,-1.3188364001222763,0.01847828362468654,30,1.3188364001222763,-0.9250921076190268,-0.8374476664723007,-0.0876444411467261,0.3934365510940552,-0.8122430776228297,-0.13025586890677612,-0.07931071122487386,0.5652268548806508,0.17307317923808427,0.007063899271330433,1.0910269021987915
39,FORCED_ENTRY,2.142176114680114,0.06024935981910806,30,-2.142176114680114,-0.4156924619735925,-0.4305923538466738,0.014899891873081328,0.41606612304846446,-0.3077990201552707,-0.10585183687508107,-0.07993620211879413,0.5636381030082702,0.1817721710022866,0.3833790159641264,1.090928554534912
40,FORCED_ENTRY,-5.144859204709711,-0.1405418923929844,30,5.144859204709711,-1.5940458671386546,-1.1911993904354912,-0.4028464767031634,0.04336893061796824,-1.0445213092721757,-0.4784814943869909,-0.08046025708317757,0.5638386408487955,0.1576235896084233,-0.11575183752640757,1.0905916690826416
41,FORCED_ENTRY,-4.884051014809493,-0.08616640146329256,30,4.884051014809493,-1.0168926933975946,-0.3835921061388039,-0.6333005872587907,-0.12853255172570546,-0.8775780350768528,-0.6503838806102673,-0.08013630211353302,0.5636705597241719,0.1801546872275409,-0.028146495543684917,1.0904276371002197
42,FORCED_ENTRY,1.796165655927485,0.06940489432274721,30,-1.796165655927485,-0.7565713478530676,-0.6374977385416332,-0.1190736093114344,-0.04673009713490804,-0.45495907456181883,-0.5689730990678072,-0.07938023308912913,0.5636987626552582,0.1504022239300511,0.08647322699572339,1.0904065370559692
43,FORCED_ENTRY,10.231666430747724,-0.1963935851243263,30,-10.231666430747724,-1.56929378006453,-0.7174553753385017,-0.8518384047260282,-0.144071164727211,-1.4294899647728077,-0.6666981879621744,-0.07776200125614802,0.5632675627867381,0.1683756200755469,0.0741110433487535,1.0904178619384766
44,FORCED_ENTRY,1.5028923336495201,0.1464506923942074,30,-1.5028923336495201,-0.32614938506223123,-0.37994249271435665,0.053793107652125416,-0.0986153542995453,-0.21955182299136622,-0.6232334181666375,-0.07608625988165538,0.5645343045393626,0.14642836813788845,0.30137249123526577,1.090465784072876
45,FORCED_ENTRY,2.373275432140619,0.09594782956915657,30,-2.373275432140619,-0.5855563315925125,-0.2417779461290645,-0.343778385463448,-0.09020631909370422,-0.5222438644701608,-0.6161854177713394,-0.07393337686856588,0.5648665348688762,0.16529369400372743,0.20298204928186148,1.090574860572815
46,FORCED_ENTRY,-4.909313961999841,-0.07944460798065704,30,4.909313961999841,-1.1949045741539939,-0.1887850148710824,-1.0061195592829115,-0.04395157595475515,-1.0377424320587476,-0.5726625700791677,-0.07266727114717166,0.5671309928099314,0.15955214458172087,-0.06415375260272918,1.0905516147613525
47,FORCED_ENTRY,1.3313378504921336,0.009237924838984564,30,-1.3313378504921336,-0.8970526404247304,-0.8783190008263069,-0.018733639598423557,-0.03357312083244324,-0.4739344978930611,-0.5642709240317345,-0.07064462477962176,0.568188754717509,0.14222526079168546,0.15558166110273655,1.0906085968017578
48,FORCED_ENTRY,0.36505318901175476,0.029063117068514457,30,-0.36505318901175476,-1.0716660144253196,-0.4399338411721447,-0.6317321732531749,0.14426959653695423,-0.6777654936582567,-0.3880858016510805,-0.06857182830572128,0.5688599824905396,0.15442616110872476,-0.23926308369600285,1.090743899345398
49,FORCED_ENTRY,-7.256929302801762,-0.14542318696484416,30,7.256929302801762,-1.307536342399406,-0.4791330415625038,-0.8284033008369022,0.05889424482981364,-1.0702556479661003,-0.4769269828995069,-0.06725160330533982,0.5718561033407847,0.13371430387951197,-0.0162129997424358,1.0907915830612183
50,FORCED_ENTRY,1.3269311284612204,0.025089940253525574,30,-1.3269311284612204,-0.9401068236304903,-0.6035082718120385,-0.3365985518184518,0.3176529437303543,-0.7712711847119044,-0.21946570718040068,-0.06508532116810481,0.5720772008101146,0.15307931823352802,0.0491817553706824,1.0910078287124634
51,FORCED_ENTRY,-6.755283397771814,-0.12359827247401607,30,6.755283397771814,-1.1091508151557905,-0.4109405041697807,-0.6982103109860098,0.4209577997525533,-0.9794646891278717,-0.11852423585951329,-0.06362484370668729,0.5738065004348755,0.15211606066552238,-0.2681958855151079,1.0911827087402344
52,FORCED_ENTRY,2.8494188800213016,0.021683604526143898,30,-2.8494188800213016,-1.0657274016078113,-0.29476172285767943,-0.7709656787501319,0.6442818482716878,-0.607585148517449,0.10324627266575893,-0.062337472662329675,0.5747623960177104,0.1556856477178916,0.057756909931485294,1.0914158821105957
53,FORCED_ENTRY,-1.2231120925646655,0.022989368359654296,30,1.2231120925646655,-1.1095144178970098,-0.1830300607416292,-0.9264843571553806,0.7360825250546138,-0.7010177030300845,0.1933114318177104,-0.06150760104258855,0.576155670483907,0.15808272466309203,0.2022750608822827,1.0916262865066528
54,FORCED_ENTRY,-1.5982819152703267,-0.03900079195985971,30,1.5982819152703267,-1.1227677060166945,-0.25197100299871283,-0.8707967030179817,1.0030749797821046,-0.6418528734587226,0.4595851799473166,-0.06078228602806727,0.5765243927637737,0.1576988152288936,0.194800667943578,1.0918676853179932
55,FORCED_ENTRY,-1.3520335079793546,0.09502626953764122,30,1.3520335079793546,-0.8595598871979946,-0.449534359901849,-0.4100255272961456,1.183859004577001,-0.7099655962093623,0.6398891657590866,-0.060273208344976105,0.5767566760381063,0.14346040983421485,-0.05884255774107336,1.0921335220336914
56,FORCED_ENTRY,2.5397323172065467,0.06487103029058303,30,-2.5397323172065467,-1.5304597693650064,-0.4357293635909578,-1.0947304057740486,1.265942523876826,-1.1020708115011018,0.7215707172950109,-0.05969301437338193,0.5768670797348022,0.14788679477618924,0.057827422524789986,1.09225332736969
57,FORCED_ENTRY,-2.5817804272647407,0.06693926160438608,30,2.5817804272647407,-0.9675817118894519,-0.12823528921846383,-0.839346422670988,1.2537308176358541,-0.538642452331768,0.708648615082105,-0.05943348718186219,0.5774784008661906,0.1573680083382776,0.05966398102187447,1.0922688245773315
58,FORCED_ENTRY,0.7909633670680484,0.01430049464626828,30,-0.7909633670680484,-1.669412123108815,-0.125503919446584,-1.5439082036622311,1.3536490281422933,-1.1821635240926531,0.8094001054763794,-0.058466169486443204,0.5760691364606222,0.16868155970478388,-0.39997840800309636,1.0922493934631348
59,FORCED_ENTRY,-0.8592301295918413,0.06246890539473463,30,0.8592301295918413,-0.758362038939065,-0.5427358449790014,-0.21562619396006355,1.4549186150232951,-0.627984069204493,0.9110309422016144,-0.05817855956653754,0.5755303661028545,0.19660421610929812,-0.21395440877361366,1.0921707153320312
60,FORCED_ENTRY,-0.37753776108788945,0.07437923296969894,30,0.37753776108788945,-0.6226023078468577,-0.3388209247038668,-0.28378138314299084,1.3871942202250163,-0.44015080890840674,0.8441202431917191,-0.05750869040687879,0.5743054807186126,0.14848464688014082,-0.013019354489015308,1.092023253440857
61,FORCED_ENTRY,-1.3466677398223559,0.03952230227922599,30,1.3466677398223559,-0.5138355250921247,-0.3577428483399938,-0.1560926767521309,1.3179948369661967,-0.3643692869287747,0.7756965190172196,-0.057149411241213484,0.5732903798421224,0.15592543671144124,0.05721674543783439,1.0918575525283813
62,FORCED_ENTRY,-2.219742152056844,0.14240777984813008,30,2.219742152056844,-0.5395886754253574,-0.3379252855579174,-0.20166338986743998,1.3098137319087981,-0.3849762182344446,0.7689098705848058,-0.05672904066741467,0.5715888957182567,0.17295628098784002,0.041215190156210765,1.0916920900344849
63,FORCED_ENTRY,7.319846900082321,-0.16993085447423176,30,-7.319846900082321,-1.9779135307762497,-0.2369460609359092,-1.7409674698403403,1.1684198061625162,-1.6483574798491307,0.6291041940450668,-0.05613696152965228,0.5695912102858226,0.1507707065017003,0.05529868531182008,1.0915067195892334
64,FORCED_ENTRY,4.414406575372791,-0.18020551197027757,30,-4.414406575372791,-1.169698480704462,-0.7464483748790138,-0.4232501058254481,1.0942125082015992,-0.9493463349237103,0.5564616868893305,-0.05596693021555742,0.5678470691045125,0.1890311596382119,-0.23692132417844727,1.091367244720459
65,FORCED_ENTRY,11.529249010490963,-0.09097720721924911,30,-11.529249010490963,-1.398505740831038,-0.4458494705895425,-0.9526562702414955,1.033741690715154,-1.2703533443642077,0.4974173141022523,-0.056097978229324025,0.5664111196994781,0.1630499885905416,0.20843729434140892,1.0912566184997559
66,FORCED_ENTRY,-0.4973878582300083,0.006084916709679875,30,0.4973878582300083,-0.5784293192522709,-0.3185237713845398,-0.2599055478677311,1.0638401369253794,-0.4844752299845823,0.5292259116967519,-0.05632261236508687,0.5647251168886821,0.19550873006821487,0.13982417096866098,1.091181755065918
67,FORCED_ENTRY,-3.515420539768183,-0.098085180745545,30,3.515420539768183,-1.2026723487520994,-0.36442347651561674,-0.8382488722364827,1.048636144399643,-0.688038830855501,0.516139917075634,-0.056411471342047055,0.562535148859024,0.15914293127073026,0.46615322367188433,1.091102123260498
68,FORCED_ENTRY,5.904308828959707,-0.14044504157206503,30,-5.904308828959707,-1.5227306827337723,-0.2323136399137651,-1.2904170428200072,1.0982969363530477,-1.0867723271828769,0.5680570443471272,-0.05667722324530284,0.5602924426396688,0.17524138601233485,0.008613150861483435,1.0910519361495972
69,FORCED_ENTRY,-2.958996653085368,-0.0022374482654529534,30,2.958996653085368,-1.201543534866161,-0.16795456573928055,-1.0335889691268805,1.019876273473104,-0.9707422282138033,0.4911322375138601,-0.05723855073253314,0.5590086122353871,0.18233598812981738,0.27893234749962936,1.090987205505371
70,FORCED_ENTRY,5.0195814907915794,-0.01119279213003465,30,-5.0195814907915794,-0.8262216099117687,-0.5431546303988288,-0.2830669795129399,1.1486692090829214,-0.7302080135500132,0.62315301100413,-0.05721778559188048,0.5555850982666015,0.20923790203748274,0.19905760260176603,1.0909814834594727
71,FORCED_ENTRY,6.297364126001655,0.01366748317069353,30,-6.297364126001655,-1.218605494963578,-0.20338724124297605,-1.015218253720602,1.1736896296342214,-0.9317520183207197,0.6506033678849538,-0.0577139999717474,0.5532756427923838,0.16817778975591427,-0.03327417700150472,1.0909450054168701
72,FORCED_ENTRY,1.4232858737922183,0.06933066047103172,30,-1.4232858737922183,-0.8180562526353207,-0.5237063875305283,-0.29434986510479233,1.1398453096548715,-0.7444745239025077,0.6190942923227946,-0.05831645963092645,0.5511193871498108,0.14653698713394148,0.052151972037463176,1.090893030166626
73,FORCED_ENTRY,3.0486076048076,-0.04462811309641621,30,-3.0486076048076,-1.2642157147632744,-0.37107786086758265,-0.8931378538956918,1.142408029238383,-0.9887389736561464,0.6242811461289723,-0.05893764769037565,0.5486640771230061,0.14041888381738699,-0.03024909530105613,1.0908476114273071
74,FORCED_ENTRY,-3.6581853776318853,0.013853116037618943,30,3.6581853776318853,-0.8468939998082379,-0.13269501284403556,-0.7141989869642023,1.0544567167758943,-0.7061698102595853,0.5379793832699458,-0.060016935070355736,0.5474747200806935,0.15720697116680696,-0.05233249768935357,1.0907739400863647
75,FORCED_ENTRY,0.8221641712935059,0.08652510043270994,30,-0.8221641712935059,-0.6834660812315327,-0.3036733488936407,-0.379792732337892,1.0209773381551106,-0.5567597883047647,0.5071214298407237,-0.06063105029364427,0.5450115402539571,0.1863571608881877,-0.11831356945056612,1.0907295942306519
76,FORCED_ENTRY,-2.1577637901955113,0.09155772964881109,30,2.1577637901955113,-0.6300692009240526,-0.7505924898657645,0.12052328894171194,1.0191473543643952,-0.3713127549159467,0.508232444524765,-0.06127000898122788,0.5422186493873596,0.1499978381663062,-0.3197736099357702,1.0906888246536255
77,FORCED_ENTRY,-1.0308093141116366,0.12683064694955784,30,1.0308093141116366,-0.5944585862706,-0.19334484363006585,-0.4011137426405341,0.9442563792069752,-0.41062275362224954,0.4357661212484042,-0.06213622950017452,0.540085909763972,0.16759277762833144,-0.15668535959645521,1.0906262397766113
78,FORCED_ENTRY,5.2091925830995995,-0.02218551630935519,30,-5.2091925830995995,-0.8576920540362599,-0.572942374359706,-0.28474967967655396,0.8717509528001149,-0.700333984065105,0.365934450738132,-0.06303491468230883,0.5377005557219188,0.19727112548715955,0.31612820483195647,1.090562105178833
79,FORCED_ENTRY,-4.301575102038539,-0.04996705960907311,30,4.301575102038539,-0.7995325835061704,-0.13028422871223966,-0.6692483547939307,0.8197866052389144,-0.6254845512585848,0.31610237509012223,-0.06424245337645212,0.5360421260197957,0.17589550417189978,0.04864568412738515,1.0904936790466309
80,FORCED_ENTRY,-2.8191379930207474,-0.024639072021429183,30,2.8191379930207474,-0.9929143794903952,-0.36123667862397446,-0.6316777008664207,0.7435204337040583,-0.6857299143837158,0.24252947171529135,-0.06495593935251236,0.5335332612196605,0.17480714495355779,-0.16421797503253782,1.0904672145843506
81,FORCED_ENTRY,5.64996270213136,-0.04970518073137065,30,-5.64996270213136,-0.9393883078816896,-0.5278649356346821,-0.4115233722470075,0.8121852934360504,-0.8096432833005476,0.31427221555883683,-0.06563543304800987,0.5305938243865966,0.16022232949983573,0.3135659892403669,1.0904757976531982
82,FORCED_ENTRY,-4.010294872801643,-0.0264678780959489,30,4.010294872801643,-1.0142389357227355,-0.3994640014306602,-0.6147749342920753,0.714393291870753,-0.8015575792186448,0.21805855374162394,-0.06689658363660177,0.5295378049214681,0.14633462553752485,-0.2976701651351197,1.090407133102417
83,FORCED_ENTRY,-4.046276152424805,-0.044547567841072735,30,4.046276152424805,-0.9056055401692793,-0.20448707205500627,-0.701118468114273,0.7217208266258239,-0.7302225551162531,0.22751151484747728,-0.06799231270949045,0.5278117299079895,0.1718803459265955,-0.13393527528260357,1.0903809070587158
84,FORCED_ENTRY,3.3944103536812817,-0.11951222685905748,30,-3.3944103536812817,-1.5855780847874503,-1.2251719727774473,-0.36040611201000305,0.7447279234727223,-1.2642343129699414,0.2534068259100119,-0.06872650956114133,0.5250878353913625,0.15117658799285782,-0.23915287940587676,1.0903934240341187
85,FORCED_ENTRY,8.815862711815528,-0.2247346898734972,30,-8.815862711815528,-2.296871153594054,-0.6224597200091502,-1.6744114335849036,0.812694255510966,-1.6763446716243686,0.3240530125796795,-0.06964138398567836,0.5226708670457204,0.18530756113456034,-0.05330677135784198,1.090423345565796
86,FORCED_ENTRY,2.935047649022341,0.007217950878561499,30,-2.935047649022341,-1.2664476259409079,-0.9876355553824367,-0.2788120705584711,0.8298873523871104,-1.0744232093743964,0.34328179955482485,-0.07072961951295535,0.5210229357083639,0.1722399957968313,0.028310560193453113,1.0904351472854614
87,FORCED_ENTRY,-0.300991469899222,0.007125185826655669,30,0.300991469899222,-1.2443468536602313,-0.573068052082243,-0.6712788015779884,0.8976961255073548,-0.7120788531183061,0.4131062666575114,-0.072068373610576,0.5195134063561757,0.18886425288328748,-0.3234287877110739,1.0904239416122437
88,FORCED_ENTRY,5.294062805246247,-0.1506937749662776,30,-5.294062805246247,-1.8543487832282133,-0.20552729984403625,-1.648821483384177,0.988680628935496,-0.9985974324708236,0.5066995561122895,-0.07325315351287524,0.5172876596450806,0.13680365712785356,-0.1663222184453579,1.0904231071472168
89,FORCED_ENTRY,-2.0163609212235687,0.09516071725633361,30,2.0163609212235687,-0.6493687597321856,-0.5128311472347262,-0.13653761249745933,1.0315354784329733,-0.4992776266394659,0.5513905048370361,-0.0744011528789997,0.5158682604630788,0.1872847324384779,0.009064556688676945,1.0904172658920288
90,FORCED_ENTRY,2.9534592150377366,0.04264531100584397,30,-2.9534592150377366,-0.6558352538497656,-0.22250362432076748,-0.4333316295289981,1.056362078587214,-0.6185441759102837,0.5786343624194463,-0.07537642195820808,0.5137370765209198,0.16688895159524383,0.3711523247933877,1.0904018878936768
91,FORCED_ENTRY,-0.5105991075900957,-0.024286283889925618,30,0.5105991075900957,-0.5585116028956107,-0.2996039251383469,-0.25890767775726387,1.0680721739927928,-0.5117554102034647,0.5923434227705002,-0.07668590967853864,0.5122103969256083,0.16961689871488217,0.4295405850539788,1.0903525352478027
