pnl,payoff,hedging_error
6.121932511963187,38.50174907609528,-32.37981656413209
9.550006842903255,16.42277392219094,-6.872767079287687
-5.352404734016412,37.478566188438265,-42.830970922454675
-13.169567983720365,44.10551003848806,-57.275078022208426
-27.52138497162956,56.00833249559591,-83.52971746722547
15.615698538453561,68.40488269282324,-52.78918415436968
-0.008659596484743126,14.1748004988128,-14.183460095297544
-2.4540524291992223,84.71841640098421,-87.17246883018343
-20.637649442626643,58.85181771072686,-79.4894671533535
10.840553119668964,4.520436904009657,6.320116215659308
7.253627205923127,56.81792375153185,-49.56429654560873
-0.00010580077039524916,0.0,-0.00010580077039524916
-3.9935046873350037,44.1370891496247,-48.130593836959704
19.666022053725666,63.96989051968444,-44.30386846595877
-2.2124531581443904e-07,0.0,-2.2124531581443904e-07
2.3798355708559065,85.11768655215994,-82.73785098130404
-1.7750409908157272,23.855912152458643,-25.630953143274372
-16.31934842228369,42.99204418705958,-59.311392609343265
24.182731881893414,62.23878060135186,-38.056048719458445
18.65550471884543,39.69497531068092,-21.039470591835485
21.820012501784333,61.80245044184667,-39.98243794006234
-4.737581412633415e-10,0.0,-4.737581412633415e-10
16.600746830999917,54.777319216260736,-38.17657238526082
9.720228155400022e-13,0.0,9.720228155400022e-13
0.0714374347398939,0.0,0.0714374347398939
-2.7114506765075475,28.52845734240961,-31.239908018917156
30.23878237342163,43.10039954091988,-12.861617167498252
4.1459143498106383e-26,0.0,4.1459143498106383e-26
16.086022822584876,66.76730735629212,-50.68128453370724
-3.5790623626577887,85.18210736443015,-88.76116972708795
-4.008402740174694e-25,0.0,-4.008402740174694e-25
3.6288154377977606,24.811815748027726,-21.183000310229964
15.616059288929687,54.0297716926126,-38.41371240368291
11.766946484138472,54.323171578201595,-42.55622509406312
2.3045815585412673e-63,0.0,2.3045815585412673e-63
1.9952597202601657e-33,0.0,1.9952597202601657e-33
0.21700932816773721,0.0,0.21700932816773721
2.25933720718154e-08,0.0,2.25933720718154e-08
-5.066531130783551e-20,0.0,-5.066531130783551e-20
-1.583422537882565,74.98826270009957,-76.57168523798214
0.5633327733517083,26.263752208036536,-25.70041943468483
8.736161673135387,65.51335383396523,-56.77719216082984
1.0885603989062804e-11,0.0,1.0885603989062804e-11
-6.48906931823924,28.422083536783845,-34.91115285502308
16.086022822584876,66.76730735629212,-50.68128453370724
21.324984332367922,82.14128950530409,-60.81630517293617
-1.4263043142989789,28.4776518578623,-29.903956172161276
-6.943251077582688e-11,0.0,-6.943251077582688e-11
-3.2758974226066247e-06,0.0,-3.2758974226066247e-06
1.153973820038276e-16,0.0,1.153973820038276e-16
-1.2325631916998996,57.56335957845053,-58.79592277015043
0.5377303646829472,0.0,0.5377303646829472
-1.7969643723138256,76.06925665163527,-77.8662210239491
23.666090099892326,44.49748918121935,-20.831399081327024
4.502097173909694e-10,0.0,4.502097173909694e-10
-12.311335479736325,76.39521610035615,-88.70655158009248
-0.4538028370426629,0.0,-0.4538028370426629
-8.796984167446414e-69,0.0,-8.796984167446414e-69
-13.545649541424964,27.049105176738664,-40.59475471816363
-22.857612259897298,54.6304536707261,-77.48806593062339
6.1524538975355865e-06,0.0,6.1524538975355865e-06
5.518761909059819,5.36292296764897,0.15583894141084897
-10.552564461583806,14.006863463158695,-24.5594279247425
5.04637191330837,12.048631256701896,-7.002259343393526
-13.545649541424964,27.049105176738664,-40.59475471816363
6.1524538975355865e-06,0.0,6.1524538975355865e-06
2.4926978607177745,84.55741553213082,-82.06471767141305
-16.96002451172723,57.12057973824295,-74.08060424997018
21.99068750828768,22.191926544787833,-0.2012390365001515
-7.914274452655282e-16,0.0,-7.914274452655282e-16
26.221685401593156,53.44652841605392,-27.224843014460767
-15.792841033935515,81.93251247032015,-97.72535350425566
-15.792841033935515,81.93251247032015,-97.72535350425566
-2.901246386075933,43.168960870481015,-46.07020725655695
-1.7345027948390205e-19,0.0,-1.7345027948390205e-19
9.20632224986267,65.33592014686735,-56.129597897004686
9.579519173624446,26.965254690132895,-17.385735516508447
4.081252597162521e-58,0.0,4.081252597162521e-58
-39.63936305534842,49.394867840935206,-89.03423089628362
-2.2561303734776864e-17,0.0,-2.2561303734776864e-17
21.567427536343406,70.99268864650352,-49.42526111016012
-4.085963989829793e-19,0.0,-4.085963989829793e-19
-17.399839284349163,60.33449419806985,-77.734333482419
-18.69109698663126,41.36561584472656,-60.05671283135782
22.13411910930423,60.80431231330422,-38.67019320399999
-5.449065917551233,62.24226528990502,-67.69133120745626
-20.256538040161146,78.91297673244102,-99.16951477260217
0.1148475487648527,43.946054496017155,-43.831206947252305
3.853260864468021,28.445399265663298,-24.592138401195278
18.46998422560231,40.89443251665901,-22.4244482910567
22.761136680135838,61.24775426528032,-38.48661758514449
-27.075005859443696,47.39367795458028,-74.46868381402398
-15.101029088491892,13.559889999090458,-28.66091908758235
-24.27463998413085,80.11740710688574,-104.3920470910166
-3.155599596857184e-13,0.0,-3.155599596857184e-13
-10.05542177523867,13.351852117800249,-23.40727389303892
-18.140425300622752,40.685886607450584,-58.826311908073336
-1.1999560746744079e-05,0.0,-1.1999560746744079e-05
5.456496384745231e-07,0.0,5.456496384745231e-07
-20.256538040161146,78.91297673244102,-99.16951477260217
30.61573065575633,52.04121787875306,-21.42548722299673
4.502097173909694e-10,0.0,4.502097173909694e-10
1.8791579147534498,14.13531913009345,-12.25616121534
5.725135134747984,25.34243280747357,-19.617297672725588
-5.231991048852473,64.55182064280791,-69.78381169166039
4.5534390305815344e-07,0.0,4.5534390305815344e-07
3.6288154377977606,24.811815748027726,-21.183000310229964
-1.6384953747034023e-26,0.0,-1.6384953747034023e-26
5.029549272991788e-16,0.0,5.029549272991788e-16
3.5954163302447344,25.878431133195463,-22.283014802950728
6.78589487002943,44.880244535558376,-38.094349665528945
15.802795361277312,16.934566572600716,-1.1317712113234037
6.010362724240945e-86,0.0,6.010362724240945e-86
-2.0615059171013088e-13,0.0,-2.0615059171013088e-13
-5.785641538808006e-07,0.0,-5.785641538808006e-07
-4.625452617970812,44.39124342974495,-49.01669604771576
1.2005735607997933e-07,0.0,1.2005735607997933e-07
6.16609740652722e-06,0.0,6.16609740652722e-06
-0.05438848585127127,0.0,-0.05438848585127127
5.718936196998717,7.796150207519531,-2.077214010520814
-3.2218706115099675e-09,0.0,-3.2218706115099675e-09
1.7522244265670407e-06,0.0,1.7522244265670407e-06
31.635043431134456,44.28848625631895,-12.653442825184491
-1.2759775221602076e-11,0.0,-1.2759775221602076e-11
12.853543516549326,54.52854859595206,-41.67500507940274
-6.159266463607845,13.09584195006127,-19.255108413669117
-5.43018424752742e-11,0.0,-5.43018424752742e-11
-9.700396418838064,27.738969690659474,-37.43936610949754
-11.040209627486139,62.64241267185585,-73.68262229934199
7.032245006702695,25.747165305941706,-18.71492029923901
-17.383459330935302,56.91456334731157,-74.29802267824687
9.379758692570165,14.172546835506665,-4.7927881429365
18.349960086626776,39.39654481177237,-21.046584725145596
-8.85847389650374,23.956168978821992,-32.81464287532573
-11.540316813106434,56.87572853237975,-68.41604534548618
